GEO.id,GEO.id2,GEO.display-label,D001
8600000US28530,28530,ZCTA5 28530,7332
8600000US28531,28531,ZCTA5 28531,1207
8600000US28532,28532,ZCTA5 28532,23320
8600000US28533,28533,ZCTA5 28533,2952
8600000US28537,28537,ZCTA5 28537,137
8600000US28538,28538,ZCTA5 28538,2175
8600000US28539,28539,ZCTA5 28539,15469
8600000US28540,28540,ZCTA5 28540,49252
8600000US28543,28543,ZCTA5 28543,4699
8600000US28544,28544,ZCTA5 28544,5368
8600000US28546,28546,ZCTA5 28546,42696
8600000US28547,28547,ZCTA5 28547,21884
8600000US28551,28551,ZCTA5 28551,14093
8600000US28552,28552,ZCTA5 28552,254
8600000US28553,28553,ZCTA5 28553,454
8600000US28554,28554,ZCTA5 28554,243
8600000US28555,28555,ZCTA5 28555,5175
8600000US28556,28556,ZCTA5 28556,963
8600000US28557,28557,ZCTA5 28557,14429
8600000US28560,28560,ZCTA5 28560,28921
8600000US28562,28562,ZCTA5 28562,36176
8600000US28570,28570,ZCTA5 28570,21432
8600000US28571,28571,ZCTA5 28571,2585
8600000US28572,28572,ZCTA5 28572,6531
8600000US28573,28573,ZCTA5 28573,2176
8600000US28574,28574,ZCTA5 28574,15102
8600000US28575,28575,ZCTA5 28575,316
8600000US28577,28577,ZCTA5 28577,522
8600000US28578,28578,ZCTA5 28578,6363
8600000US28579,28579,ZCTA5 28579,622
8600000US28580,28580,ZCTA5 28580,12657
8600000US28581,28581,ZCTA5 28581,214
8600000US28582,28582,ZCTA5 28582,1588
8600000US28583,28583,ZCTA5 28583,281
8600000US28584,28584,ZCTA5 28584,11396
8600000US28585,28585,ZCTA5 28585,3942
8600000US28586,28586,ZCTA5 28586,8218
8600000US28587,28587,ZCTA5 28587,369
8600000US28589,28589,ZCTA5 28589,180
8600000US28590,28590,ZCTA5 28590,23407
8600000US28594,28594,ZCTA5 28594,3655
8600000US28601,28601,ZCTA5 28601,50026
8600000US28602,28602,ZCTA5 28602,28981
8600000US28604,28604,ZCTA5 28604,6249
8600000US28605,28605,ZCTA5 28605,3412
8600000US28606,28606,ZCTA5 28606,2158
8600000US28607,28607,ZCTA5 28607,33059
8600000US28609,28609,ZCTA5 28609,5864
8600000US28610,28610,ZCTA5 28610,9913
8600000US28611,28611,ZCTA5 28611,885
8600000US28612,28612,ZCTA5 28612,12397
8600000US28613,28613,ZCTA5 28613,22759
8600000US28615,28615,ZCTA5 28615,1876
8600000US28616,28616,ZCTA5 28616,493
8600000US28617,28617,ZCTA5 28617,2261
8600000US28618,28618,ZCTA5 28618,2352
8600000US28619,28619,ZCTA5 28619,1520
8600000US28621,28621,ZCTA5 28621,10472
8600000US28622,28622,ZCTA5 28622,2527
8600000US28623,28623,ZCTA5 28623,1653
8600000US28624,28624,ZCTA5 28624,1639
8600000US28625,28625,ZCTA5 28625,36189
8600000US28626,28626,ZCTA5 28626,2714
8600000US28627,28627,ZCTA5 28627,1152
8600000US28628,28628,ZCTA5 28628,479
8600000US28629,28629,ZCTA5 28629,75
8600000US28630,28630,ZCTA5 28630,20041
8600000US28631,28631,ZCTA5 28631,637
8600000US28634,28634,ZCTA5 28634,5225
8600000US28635,28635,ZCTA5 28635,3901
8600000US28636,28636,ZCTA5 28636,5522
8600000US28637,28637,ZCTA5 28637,1746
8600000US28638,28638,ZCTA5 28638,12302
8600000US28640,28640,ZCTA5 28640,4719
8600000US28642,28642,ZCTA5 28642,5745
8600000US28643,28643,ZCTA5 28643,3521
8600000US28644,28644,ZCTA5 28644,1494
8600000US28645,28645,ZCTA5 28645,47703
8600000US28646,28646,ZCTA5 28646,342
8600000US28647,28647,ZCTA5 28647,89
8600000US28649,28649,ZCTA5 28649,993
8600000US28650,28650,ZCTA5 28650,11883
8600000US28651,28651,ZCTA5 28651,7132
8600000US28652,28652,ZCTA5 28652,46
8600000US28654,28654,ZCTA5 28654,3495
8600000US28655,28655,ZCTA5 28655,54996
8600000US28657,28657,ZCTA5 28657,9488
8600000US28658,28658,ZCTA5 28658,27022
8600000US28659,28659,ZCTA5 28659,21134
8600000US28660,28660,ZCTA5 28660,2249
8600000US28662,28662,ZCTA5 28662,140
8600000US28663,28663,ZCTA5 28663,614
8600000US28665,28665,ZCTA5 28665,2571
8600000US28666,28666,ZCTA5 28666,368
8600000US28667,28667,ZCTA5 28667,559
8600000US28668,28668,ZCTA5 28668,300
8600000US28669,28669,ZCTA5 28669,3146
8600000US28670,28670,ZCTA5 28670,2719
8600000US28671,28671,ZCTA5 28671,597
8600000US28672,28672,ZCTA5 28672,35
8600000US28673,28673,ZCTA5 28673,5919
8600000US28675,28675,ZCTA5 28675,6621
8600000US28676,28676,ZCTA5 28676,3483
8600000US28677,28677,ZCTA5 28677,32940
8600000US28678,28678,ZCTA5 28678,5226
8600000US28679,28679,ZCTA5 28679,2064
8600000US28681,28681,ZCTA5 28681,25910
8600000US28682,28682,ZCTA5 28682,1129
8600000US28683,28683,ZCTA5 28683,1697
8600000US28684,28684,ZCTA5 28684,2141
8600000US28685,28685,ZCTA5 28685,2076
8600000US28689,28689,ZCTA5 28689,1712
8600000US28690,28690,ZCTA5 28690,9295
8600000US28692,28692,ZCTA5 28692,4067
8600000US28693,28693,ZCTA5 28693,1700
8600000US28694,28694,ZCTA5 28694,7744
8600000US28697,28697,ZCTA5 28697,12930
8600000US28698,28698,ZCTA5 28698,2256
8600000US28701,28701,ZCTA5 28701,3635
8600000US28702,28702,ZCTA5 28702,366
8600000US28704,28704,ZCTA5 28704,18821
8600000US28705,28705,ZCTA5 28705,6715
8600000US28707,28707,ZCTA5 28707,94
8600000US28708,28708,ZCTA5 28708,754
8600000US28709,28709,ZCTA5 28709,2225
8600000US28711,28711,ZCTA5 28711,13209
8600000US28712,28712,ZCTA5 28712,19347
8600000US28713,28713,ZCTA5 28713,8686
8600000US28714,28714,ZCTA5 28714,16753
8600000US28715,28715,ZCTA5 28715,24582
8600000US28716,28716,ZCTA5 28716,17477
8600000US28717,28717,ZCTA5 28717,1729
8600000US28718,28718,ZCTA5 28718,553
8600000US28719,28719,ZCTA5 28719,8048
8600000US28720,28720,ZCTA5 28720,114
8600000US28721,28721,ZCTA5 28721,10063
8600000US28722,28722,ZCTA5 28722,6371
8600000US28723,28723,ZCTA5 28723,11329
8600000US28725,28725,ZCTA5 28725,43
8600000US28726,28726,ZCTA5 28726,3203
8600000US28729,28729,ZCTA5 28729,2894
8600000US28730,28730,ZCTA5 28730,9133
8600000US28731,28731,ZCTA5 28731,7778
8600000US28732,28732,ZCTA5 28732,16491
8600000US28733,28733,ZCTA5 28733,21
8600000US28734,28734,ZCTA5 28734,27040
8600000US28735,28735,ZCTA5 28735,256
8600000US28736,28736,ZCTA5 28736,787
8600000US28739,28739,ZCTA5 28739,19786
8600000US28740,28740,ZCTA5 28740,1364
8600000US28741,28741,ZCTA5 28741,3197
8600000US28742,28742,ZCTA5 28742,2710
8600000US28743,28743,ZCTA5 28743,2125
8600000US28745,28745,ZCTA5 28745,551
8600000US28746,28746,ZCTA5 28746,2388
8600000US28747,28747,ZCTA5 28747,2198
8600000US28748,28748,ZCTA5 28748,11334
8600000US28749,28749,ZCTA5 28749,50
8600000US28751,28751,ZCTA5 28751,2916
8600000US28752,28752,ZCTA5 28752,30600
8600000US28753,28753,ZCTA5 28753,11670
8600000US28754,28754,ZCTA5 28754,7679
8600000US28756,28756,ZCTA5 28756,4504
8600000US28757,28757,ZCTA5 28757,280
8600000US28759,28759,ZCTA5 28759,6922
8600000US28761,28761,ZCTA5 28761,7816
8600000US28762,28762,ZCTA5 28762,6857
8600000US28763,28763,ZCTA5 28763,2725
8600000US28766,28766,ZCTA5 28766,1262
8600000US28768,28768,ZCTA5 28768,6813
8600000US28771,28771,ZCTA5 28771,8558
8600000US28772,28772,ZCTA5 28772,1239
8600000US28773,28773,ZCTA5 28773,3378
8600000US28774,28774,ZCTA5 28774,1013
8600000US28775,28775,ZCTA5 28775,296
8600000US28777,28777,ZCTA5 28777,10638
8600000US28778,28778,ZCTA5 28778,10381
8600000US28779,28779,ZCTA5 28779,16111
8600000US28781,28781,ZCTA5 28781,939
8600000US28782,28782,ZCTA5 28782,6584
8600000US28783,28783,ZCTA5 28783,1593
8600000US28785,28785,ZCTA5 28785,7338
8600000US28786,28786,ZCTA5 28786,20714
8600000US28787,28787,ZCTA5 28787,19718
8600000US28789,28789,ZCTA5 28789,5097
8600000US28790,28790,ZCTA5 28790,3205
8600000US28791,28791,ZCTA5 28791,14171
8600000US28792,28792,ZCTA5 28792,32689
8600000US28801,28801,ZCTA5 28801,15019
8600000US28803,28803,ZCTA5 28803,28693
8600000US28804,28804,ZCTA5 28804,20507
8600000US28805,28805,ZCTA5 28805,17620
8600000US28806,28806,ZCTA5 28806,38550
8600000US28901,28901,ZCTA5 28901,5354
8600000US28902,28902,ZCTA5 28902,1373
8600000US28904,28904,ZCTA5 28904,8533
8600000US28905,28905,ZCTA5 28905,3129
8600000US28906,28906,ZCTA5 28906,18475
8600000US28909,28909,ZCTA5 28909,1030
